FID,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,POP_SOURCE,geometry,CITY_NAME,POP_updated,POP_updated_year,capital,index__water,Name1__waterbody,Name2__waterbody,Name3__waterbody,TYPE__waterbody,ISO_CC__waterbody,SHAPE_Length__waterbody,SHAPE_Area__waterbody,distance_water,index__sea,Name1__sea,Name2__sea,Name3__sea,TYPE__sea,ISO_CC__sea,SHAPE_Length__sea,SHAPE_Area__sea,distance_sea,POP_rank_updated,city_type
2466,BWA-SEA,South-East,BC,Botswana,National capital,231592,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (2888829.663737562 -2831582.514685547),Gaborone,246325,2022,1,72113,,,,Inland perennial,BW,0.03268082852029771,3.9128400435391384e-05,2.226216785755284,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,754.073682962601,5,inland
2467,BWA-STH,Southern,BC,Botswana,Provincial capital,0,0, , ,POINT (2821170.012514359 -2873042.292244851),Kanye,48028,2022,0,72101,,,,Inland perennial,BW,0.02475988553891663,2.281430708779831e-05,3.12875348158947,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,812.8875709992466,7,inland
2468,BWA-SEA,South-East,BC,Botswana,Provincial capital,0,0, , ,POINT (2858350.608753135 -2903775.246369168),Lobatse,29772,2022,0,72096,,,,Inland perennial,BW,0.014657566728456136,8.954160891617867e-06,5.990803366546978,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,771.851317498753,7,inland
2469,ZAF-GAT,Gauteng,SF,South Africa,Provincial capital,4421000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (3117425.578834403 -3021262.479960217),Johannesburg,83400,2020,0,2192393,,,,Inland perennial,ZA,0.02441839433387507,3.902522374267419e-05,6.445913269189665,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,507.66092078220146,6,inland
2470,ZAF-ECP,Eastern Cape,SF,South Africa,Other,0,0, , ,POINT (3105813.826916896 -3899286.629312017),East London,295644,2011,0,2758457,Indian Ocean,,,Ocean or Sea,,0.10673077478147826,8.076368689353394e-05,0.7060675604361288,2758457,Indian Ocean,,,Ocean or Sea,,0.10673077478147826,8.076368689353394e-05,0.7060675604361288,4,coast
2471,ZAF-ECP,Eastern Cape,SF,South Africa,Provincial capital,0,0, , ,POINT (3074994.138928268 -3863680.568060493),Bisho,77682,2011,0,2190752,,,,Inland perennial,ZA,0.01264509956486944,9.119598058288392e-06,5.200604248283768,2803648,Indian Ocean,,,Ocean or Sea,,0.8705944553282657,0.021629756580183304,44.540741234023976,6,inland
2472,ZAF-NWS,North West,SF,South Africa,Provincial capital,0,0, , ,POINT (2855567.387865092 -2981627.705066475),MMabatho (Mafikeng),182595,2023,0,2192616,,,,Inland perennial,ZA,0.026275892642373917,2.0286771320958908e-05,5.101477910540189,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,769.1315666157757,5,inland
2473,ZAF-NCP,Northern Cape,SF,South Africa,Provincial capital,0,0, , ,POINT (2764063.113180946 -3332441.908426708),Kimberley,232388,2022,0,2191436,,,,Inland perennial,ZA,0.10079853419510293,0.00043747880701874007,6.308367978556936,2709502,Indian Ocean,,,Ocean or Sea,,0.03358702799638713,1.0638830533606505e-05,641.2571687932498,5,inland
2474,LSO-LER,Leribe,LT,Lesotho,Provincial capital,0,0, , ,POINT (3123179.349420156 -3360127.695652502),Hlotse,41986,2016,0,1303146,,,,Inland perennial,LS,0.016749226957034073,1.2502569875020352e-05,17.2992860997681,2281888,Indian Ocean,,,Ocean or Sea,,0.04933411293461957,3.6211023706196067e-05,347.05424905253136,7,inland
2475,ZAF-OFS,Free State,SF,South Africa,Provincial capital,0,0, , ,POINT (2919353.796271115 -3390672.999320077),Bloemfontein,464591,2011,0,2191360,,,,Inland perennial,ZA,0.014138776991793186,1.012968614427467e-05,3.9788247440266655,2709503,Indian Ocean,,,Ocean or Sea,,0.03922637936593869,2.8472310946506138e-05,486.00735501895537,4,inland
2476,LSO-BER,Berea,LT,Lesotho,Provincial capital,0,0, , ,POINT (3089450.197615712 -3395133.696252373),Teyateyaneng,26043,2016,0,26155,,,,Inland perennial,,0.28605479855606875,0.0002554285142202468,21.602508164274823,2483129,Indian Ocean,,,Ocean or Sea,,0.05078523330879577,3.334630339333119e-05,361.35084479042195,7,inland
2477,LSO-MAS,Maseru,LT,Lesotho,National and provincial capital,330760,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (3060395.810558742 -3414905.743857604),Maseru,343541,2016,1,1303145,,,,Inland perennial,LS,0.04572992400471292,5.0187383813090745e-05,2.0733905947890534,2451751,Indian Ocean,,,Ocean or Sea,,0.007781409256518091,3.02013733511122e-06,372.6956028581395,4,inland
2478,LSO-MFT,Mafeteng,LT,Lesotho,Provincial capital,0,0, , ,POINT (3033678.8058755 -3481845.431972395),Mafeteng,43247,2016,0,1303139,,,,Inland perennial,LS,0.021957347063330874,2.803521812706758e-05,3.2766326194046225,2709503,Indian Ocean,,,Ocean or Sea,,0.03922637936593869,2.8472310946506138e-05,340.4484417730546,7,inland
2479,LSO-MHO,Mohale's Hoek,LT,Lesotho,Provincial capital,0,0, , ,POINT (3059059.308201459 -3524004.218672548),Mohales Hoek,44494,2016,0,2191124,,,,Inland perennial,ZA,0.015815474567209584,1.586944701885671e-05,23.577343684756507,2709503,Indian Ocean,,,Ocean or Sea,,0.03922637936593869,2.8472310946506138e-05,292.9010469610256,7,inland
2480,LSO-QTH,Quthing,LT,Lesotho,Provincial capital,0,0, , ,POINT (3085331.487556029 -3556490.209966227),Moyeni (Quthing),32382,2016,0,2230982,Orange River,,,Inland perennial,LS,0.5756943116571434,0.00024113706296009996,10.964282116414605,2709503,Indian Ocean,,,Ocean or Sea,,0.03922637936593869,2.8472310946506138e-05,251.62014756425148,7,inland
2481,MOZ-GAZ,Gaza,MZ,Mozambique,Provincial capital,0,0, , ,POINT (3744787.938716701 -2880781.016625567),Xai-Xai,132884,2017,0,2223493,Limpopo River,,,Inland perennial,MZ,17.445849565482654,0.026066111387264126,0.1984244797984103,2743538,Indian Ocean,,,Ocean or Sea,,0.15512122218593458,0.0008151998687635024,12.76760881107495,5,inland
2482,ZAF-GAT,Gauteng,SF,South Africa,National capital,1753000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (3141213.095469739 -2965802.098754277),Pretoria,18568,2019,1,2202298,Bon Accord Dam,,,Inland perennial,ZA,0.048319054385390414,0.0001300353686397778,12.06780097949469,2744755,Indian Ocean,,,Ocean or Sea,,0.5537497820411097,0.0104664990132625,484.3406969578114,7,inland
2483,ZAF-NRT,Northern,SF,South Africa,Provincial capital,0,0, , ,POINT (3278358.821572768 -2740253.719654092),Pietersburg (Polokwane),475238,2011,0,2242306,Seshegodam,,,Inland perennial,ZA,0.03596846081382939,5.507627818868388e-05,10.239902616127758,2744747,Indian Ocean,,,Ocean or Sea,,0.7954709314446039,0.03461559771229731,429.2903775126361,4,inland
2484,ZAF-KNT,KwaZulu/Natal,SF,South Africa,Other,0,0, , ,POINT (3571828.164291046 -3348177.862466463),Richards Bay,58393,2021,0,2228170,Mzingazi,,,Inland perennial,ZA,0.20923033336816924,0.0009375816113766259,1.1472205663714945,2451409,Richard's Bay,Indian Ocean,,Ocean or Sea,,0.30211527450767495,0.0011743918490779639,1.2257609748361686,6,coast
2485,LSO-BBU,Butha-Buthe,LT,Lesotho,Provincial capital,0,0, , ,POINT (3144775.769263169 -3343864.437770051),Butha-Buthe,38770,2016,0,1303148,,,,Inland perennial,LS,0.021883495755317357,1.2272852942363142e-05,22.858741067259512,2281888,Indian Ocean,,,Ocean or Sea,,0.04933411293461957,3.6211023706196067e-05,336.9635307549634,7,inland
2486,LSO-MKH,Mokhotlong,LT,Lesotho,Provincial capital,0,0, , ,POINT (3236948.304336749 -3412736.725101148),Mokhotlong,13810,2016,0,1303147,,,,Inland perennial,LS,0.02300008740499367,2.7726489044557744e-05,45.13770213098421,2281888,Indian Ocean,,,Ocean or Sea,,0.04933411293461957,3.6211023706196067e-05,222.23657059430562,7,inland
2487,ZAF-KNT,KwaZulu/Natal,SF,South Africa,Other,3471000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (3444468.761212931 -3482534.918617487),Durban,2786046,2011,0,2191183,,,,Inland perennial,ZA,0.017108008844673776,1.1978690610617636e-05,8.129263754737096,2803609,Indian Ocean,,,Ocean or Sea,,0.08717433445644314,9.541024914320864e-05,8.572459303968465,2,coast
2488,LSO-QNE,Qacha's Nek,LT,Lesotho,Provincial capital,0,0, , ,POINT (3195091.948586425 -3518632.338489345),Qacha's Nek,18282,2016,0,2191089,,,,Inland perennial,ZA,0.01745234081201925,1.3008823074991736e-05,22.206450327794613,2601020,Indian Ocean,,,Ocean or Sea,,0.03874853012074131,2.378315856183515e-05,206.51865038028612,7,inland
2489,ZAF-KNT,KwaZulu/Natal,SF,South Africa,Provincial capital,0,0, , ,POINT (3382220.239621596 -3452364.52345612),Pietermaritzburg (Ulundi),14755,2020,0,2191255,,,,Inland perennial,ZA,0.0147078354953753,1.2279575905226594e-05,14.840515379850004,2803609,Indian Ocean,,,Ocean or Sea,,0.08717433445644314,9.541024914320864e-05,77.26307302340525,7,inland
2490,MYT,Mayotte,MF,Mayotte,National and provincial capital,0,0, , ,POINT (5040914.167576094 -1434985.885173053),Mamoutzou,6131,2017,1,1254318,,,,Inland perennial,FR,0.039037097577800266,3.8816772702316895e-05,1.233802418687481,2616215,Indian Ocean,,,Ocean or Sea,,1.2786464925469394,0.0292896691275283,1.4120643082915674,7,coast
2491,REU,Reunion,RE,Reunion,National and provincial capital,146985,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (6172665.693746511 -2375990.82341462),Saint-Denis,5601911,2021,1,2803429,Indian Ocean,,,Ocean or Sea,,1.0643601637052824,0.05541258723691431,0.0,2803429,Indian Ocean,,,Ocean or Sea,,1.0643601637052824,0.05541258723691431,0.0,1,coast
2492,SYC,Seychelles,SE,Seychelles,National capital,26450,7,"Less than 50,000",UN_Data_2010_2020,POINT (6172109.657480269 -514519.2172540111),Victoria,29664,2022,1,2261195,Indian Ocean,,,Ocean or Sea,,0.9812124505104184,0.00868595814618501,1.3666885191474445,2261195,Indian Ocean,,,Ocean or Sea,,0.9812124505104184,0.00868595814618501,1.3666885191474445,7,coast
2493,MDG-ANT,Antsiranana,MA,Madagascar,Provincial capital,131165,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (5489118.157118311 -1375697.74289224),Antsiranana,129320,2018,0,2755638,Indian Ocean,,,Ocean or Sea,,2.07573019812475,0.04806655332632436,0.0,2755638,Indian Ocean,,,Ocean or Sea,,2.07573019812475,0.04806655332632436,0.0,5,coast
2494,MDG-MHJ,Mahajanga,MA,Madagascar,Provincial capital,244722,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (5154943.621725414 -1771617.583345819),Mahajanga,246022,2018,0,2755849,Indian Ocean,,,Ocean or Sea,,1.3842016241747428,0.028988298256849485,0.7197556004973982,2755849,Indian Ocean,,,Ocean or Sea,,1.3842016241747428,0.028988298256849485,0.7197556004973982,5,coast
2495,MDG-TMS,Toamasina,MA,Madagascar,Provincial capital,326286,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (5497323.523729072 -2057069.510761221),Toamasina,325857,2018,0,2439423,Indian Ocean,,,Ocean or Sea,,1.1164872343115388,0.0320105760591727,1.9991260994624804,2439423,Indian Ocean,,,Ocean or Sea,,1.1164872343115388,0.0320105760591727,1.9991260994624804,4,coast
2496,MDG-ANN,Antananarivo,MA,Madagascar,National and provincial capital,1275207,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (5290792.912356923 -2144107.504930166),Antananarivo,1274225,2018,1,2220739,Lake Anosy,,,Inland perennial,MG,0.0182609151975301,1.3049059395830598e-05,0.8984805983853503,2741564,Indian Ocean,,,Ocean or Sea,,0.016217346420391313,1.0237509693489538e-05,161.30756110325356,2,inland
2497,MUS,Mauritius,MP,Mauritius,National capital,146737,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (6400425.030690718 -2292588.201297303),Port Louis,140403,2022,1,2623139,Indian Ocean,,,Ocean or Sea,,0.8583998755510591,0.031235223091191023,0.678114965811329,2623139,Indian Ocean,,,Ocean or Sea,,0.8583998755510591,0.031235223091191023,0.678114965811329,5,coast
2498,MDG-FNR,Fianarantsoa,MA,Madagascar,Provincial capital,189879,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (5240699.136487245 -2446813.472324827),Fianarantsoa,191776,2018,0,1305787,,,,Inland perennial,MG,0.042287952298725735,3.245487555455126e-05,3.2629194337134884,2803293,Indian Ocean,,,Ocean or Sea,,0.13135575579412767,6.02908060487901e-05,92.00052378577502,5,inland
2499, ,Central Equatoria,OD,South Sudan,National and provincial capital,0,0, , ,POINT (3517375.148096365 539881.9256746982),Juba,146161,2023,1,2199143,Bahr aj Jabal,,,Inland perennial,SS,4.162741291942102,0.004213683074882084,2.373326424219786,2742805,Indian Ocean,,,Ocean or Sea,,0.6040218703540687,0.0026906311698381606,1274.9959483683153,5,inland
2500,RUS-TAY,Taymyrskiy(Dolgano-Nenetskiy) avt.okrug,RS,Russia,Other,178363,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (9807247.296755962 10854070.5449427),Noril`sk,230930,2023,0,1645490,,,,Inland perennial,RU,0.06496136368458394,5.4851628531124e-05,13.78532168072062,2643579,Kara Sea,Arctic Ocean,,Ocean or Sea,,4.787201801961349,0.7939327846427813,1010.5781728858722,5,inland
2501,AUS-NSW,New South Wales,AS,Australia,Other,5254000,1,"5,000,000 and greater",UN_Habitat_2020,POINT (16812382.25243105 -4014010.409305054),Sydney,4698656,2021,0,41602,,,,Inland perennial,AU,0.017466092001742844,1.519431468438818e-05,7.083009869427195,2804348,Botany Bay,Pacific Ocean,,Ocean or Sea,,0.3787513563190376,0.0019541216378768603,16.88482317978127,2,coast
2502,AUS-SAS,South Australia,AS,Australia,Provincial capital,1326958,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (15420067.95757721 -4138318.015488231),Adelaide,1245011,2021,0,2654127,Indian Ocean,,,Ocean or Sea,,0.15084783390851564,0.0001279923338398986,0.0,2654127,Indian Ocean,,,Ocean or Sea,,0.15084783390851564,0.0001279923338398986,0.0,2,coast
2503,AUS-ACT,Australian Capital Territory,AS,Australia,National and provincial capital,420960,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (16591280.37395597 -4211547.337648792),Canberra,490181,2021,1,41271,,,,Inland perennial,AU,0.04186098168326265,5.681368488151264e-05,7.4107528452877105,2662217,Pacific Ocean,,,Ocean or Sea,,0.3550777386690976,0.0032874606204103037,135.86956189983505,4,inland
2504,AUS-VCT,Victoria,AS,Australia,Other,4784608,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (16149686.73896276 -4558674.197791876),Melbourne,4585537,2021,0,40849,,,,Inland perennial,AU,0.045960924136726415,4.449541172267145e-05,10.857515916192577,2804331,Pacific Ocean,,,Ocean or Sea,,0.8873326406421446,0.01646781058892666,11.378756101722777,2,coast
2505,AUS-TSM,Tasmania,AS,Australia,Provincial capital,213502,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (16396359.48813021 -5289319.657235556),Hobart,197451,2021,0,2259255,River Derwent,,,Inland perennial,AU,1.4588689750467931,0.007301546612727276,2.711427791862298,2804373,Tasman Sea,Pacific Ocean,,Ocean or Sea,,2.223862953059924,0.03940138653457137,15.842395360590968,5,inland
2506,PNG-WHG,Western Highlands,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16054496.55027103 -654032.3466568865),Mount Hagen,29765,2011,0,1341298,,,,Inland perennial,PG,0.019055029422346274,1.4685564757583058e-05,40.997472818921125,2651721,Bismark Sea,Pacific Ocean,,Ocean or Sea,,0.6942911609313069,0.026011672370806635,175.41998517758935,7,inland
2507,PNG-CHM,Chimbu,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16136874.76736408 -671715.330966642),Kundiawa,10833,2011,0,2238634,Ramu River,,,Inland perennial,PG,0.46127310537243504,0.0003345904613284578,61.34650292917654,2651722,Bismark Sea,Pacific Ocean,,Ocean or Sea,,0.39514510770468153,0.005102283354009336,107.92453906530254,7,inland
2508,PNG-EHG,Eastern Highlands,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16184405.73627123 -678991.476267654),Goroka,22830,2011,0,2238633,Ramu River,,,Inland perennial,PG,0.4140577176488717,0.0003444216582170571,39.923964990128255,2651722,Bismark Sea,Pacific Ocean,,Ocean or Sea,,0.39514510770468153,0.005102283354009336,79.92780042807588,7,inland
2509,PNG-SHG,Southern Highlands,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (15991266.19655288 -685037.1428526858),Mendi,9987,2011,0,1341312,,,,Inland perennial,PG,0.014392328041118002,1.3896586231876813e-05,14.437699285420678,2651189,Coral Sea,Pacific Ocean,,Ocean or Sea,,2.9072941174330116,0.01569848454479054,174.11520749853506,7,inland
2510,PNG-GUL,Gulf,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16234611.7178425 -885258.5166852553),Kerema,5885,2011,0,2256167,,,,Inland perennial,PG,0.1444502381593053,0.00024371821943263683,3.739384193002247,2701842,Coral Sea,Pacific Ocean,,Ocean or Sea,,1.0065372866641538,0.03924239477711235,6.416550947314454,7,inland
2511,PNG-WST,Western,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (15944705.03049614 -1018325.132235344),Daru,15142,2011,0,2651262,Coral Sea,Pacific Ocean,,Ocean or Sea,,1.5351252830267397,0.0334256720086982,0.7051666561278302,2651262,Coral Sea,Pacific Ocean,,Ocean or Sea,,1.5351252830267397,0.0334256720086982,0.7051666561278302,7,coast
2512,AUS-QNS,Queensland,AS,Australia,Other,165525,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (16220364.04380405 -1903370.890794492),Cairns,153181,2021,0,2749882,Coral Sea,Pacific Ocean,,Ocean or Sea,,0.8828791715681029,0.034706053979535606,3.6503599543067753,2749882,Coral Sea,Pacific Ocean,,Ocean or Sea,,0.8828791715681029,0.034706053979535606,3.6503599543067753,5,coast
2513,AUS-QNS,Queensland,AS,Australia,Other,194072,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (16345040.42084073 -2190287.619304718),Townsville,173724,2021,0,2253962,,,,Inland perennial,AU,0.10211713690307189,0.00010342662689597707,1.2337472273796541,2269798,Coral Sea,Pacific Ocean,,Ocean or Sea,,0.5938127374674393,0.015156510248309812,3.659832905317956,5,coast
2514,PNG-MAN,Manus,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16395134.19671041 -226248.8663797716),Lorengau,8882,2011,0,2804067,Bismark Sea,Pacific Ocean,,Ocean or Sea,,0.998212784796633,0.010732616321158737,0.3997482048014368,2804067,Bismark Sea,Pacific Ocean,,Ocean or Sea,,0.998212784796633,0.010732616321158737,0.3997482048014368,7,coast
2515,PNG-NIR,New Ireland,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16787722.08823512 -285832.4910221533),Kavieng,9943,2011,0,2648056,Pacific Ocean,,,Ocean or Sea,,0.9528195346712525,0.02149798981015813,1.0011997055405808,2648056,Pacific Ocean,,,Ocean or Sea,,0.9528195346712525,0.02149798981015813,1.0011997055405808,7,coast
2516,PNG-ENB,East New Britain,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16939487.18012536 -468519.0100680641),Rabaul,4785,2011,0,2650054,Pacific Ocean,,,Ocean or Sea,,0.07364280630270217,0.0003346297572483251,0.0,2650054,Pacific Ocean,,,Ocean or Sea,,0.07364280630270217,0.0003346297572483251,0.0,7,coast
2517,PNG-WNB,West New Britain,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16713843.79844386 -618791.9451091518),Kimbe,22923,2011,0,2650949,Bismark Sea,Pacific Ocean,,Ocean or Sea,,0.737868913042851,0.022808230212744616,0.44044066443024504,2650949,Bismark Sea,Pacific Ocean,,Ocean or Sea,,0.737868913042851,0.022808230212744616,0.44044066443024504,7,coast
2518,PNG-NSL,Northern Solomons,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (17317526.83149314 -694667.1203482074),Arawa,2769,2011,0,2603543,Pacific Ocean,,,Ocean or Sea,,1.2353544920413915,0.017425847265873495,1.2140597330245733,2603543,Pacific Ocean,,,Ocean or Sea,,1.2353544920413915,0.017425847265873495,1.2140597330245733,7,coast
2519,PNG-MOR,Morobe,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16362962.97437434 -750236.215441708),Lae,148934,2011,0,2601278,Solomon Sea,Pacific Ocean,,Ocean or Sea,,1.0031348472728925,0.04461164101012453,1.9164806953282967,2601278,Solomon Sea,Pacific Ocean,,Ocean or Sea,,1.0031348472728925,0.04461164101012453,1.9164806953282967,5,coast
2520,PNG-NRT,Northern,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16502002.25228647 -979993.6261152077),Popondetta,12600,2011,0,2200830,Big Embi,,,Inland perennial,PG,0.06313855618389173,0.00011395657225452303,10.930780800773443,2436826,Solomon Sea,Pacific Ocean,,Ocean or Sea,,0.20163125401723989,0.0005410231753449805,18.011979252949878,7,inland
2521,PNG-MBA,Milne Bay,PP,Papua New Guinea,Provincial capital,0,0, , ,POINT (16748017.75715546 -1153495.575185233),Alotau,11857,2011,0,2710177,Milne Bay,Solomon Sea,Pacific Ocean,Ocean or Sea,,0.4270745486185929,0.006931504410970542,0.3376211959769005,2710177,Milne Bay,Solomon Sea,Pacific Ocean,Ocean or Sea,,0.4270745486185929,0.006931504410970542,0.3376211959769005,7,coast
2522,PNG-NCP,National Capital,PP,Papua New Guinea,National capital and provincial capital enclave,364125,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (16380434.67873022 -1062096.818872188),Port Moresby,364125,2011,1,2651105,Coral Sea,Pacific Ocean,,Ocean or Sea,,1.4101643862463336,0.05895215201843979,0.0,2651105,Coral Sea,Pacific Ocean,,Ocean or Sea,,1.4101643862463336,0.05895215201843979,0.0,4,coast
2523,TUV,Tuvalu,TV,Tuvalu,National capital,6152,7,"Less than 50,000",UN_Data_2010_2020,POINT (19950889.24032939 -953814.1826859901),Funafuti,6320,2017,1,2710274,Pacific Ocean,,,Ocean or Sea,,1.4860237698519643,0.06138777525129189,0.0,2710274,Pacific Ocean,,,Ocean or Sea,,1.4860237698519643,0.06138777525129189,0.0,7,coast
